기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	수출입구분명,	당월수출입중량(킬로그램),	당월수출입미화금액(달러),	당해누계수출입중량(킬로그램),	당해누계수출입미화금액(달러),	데이터기준일자	
"2022-04","0106903010","E","갯지렁이","수출","144","11172","144","11172","2022-04-30"
"2022-04","0301992000","E","방어(활어)","수출","0","0","251263","2288713","2022-04-30"
"2022-04","0301994091","E","돔(기타/ 참돔)","수출","32","1927","52","2282","2022-04-30"
"2022-04","0301994099","E","돔(기타/ 기타)","수출","0","0","266","2845","2022-04-30"
"2022-04","0301995000","E","붕장어(활어)","수출","91437","1041741","389475","4346207","2022-04-30"
"2022-04","0301996000","E","갯장어(sharp toothed eel/활어)","수출","100","4068","100","4068","2022-04-30"
"2022-04","0301998000","E","넙치(활어)","수출","165062","3123952","613052","12291086","2022-04-30"
"2022-04","0301999020","E","복어(활어)","수출","0","0","237","8277","2022-04-30"
"2022-04","0301999040","E","볼락(적어포함/활어)","수출","160","5114","593","16329","2022-04-30"
"2022-04","0301999059","E","농어(기타)","수출","16","474","16","474","2022-04-30"
"2022-04","0301999060","E","숭어(활어)","수출","20","233","153","1582","2022-04-30"
"2022-04","0301999070","E","미꾸라지(활어)","수출","401","7748","2137","41501","2022-04-30"
"2022-04","0301999099","E","기타어류(활어)","수출","3707","148357","9094","354909","2022-04-30"
"2022-04","0302140000","E","대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코)","수출","1160","41726","3360","103810","2022-04-30"
"2022-04","0302210000","E","넙치(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외)","수출","10025","222170","44807","970446","2022-04-30"
"2022-04","0302220000","E","가자미(간장/ 어란제외/신선/ 냉장/피레트/어육제외)","수출","0","0","2999","4770","2022-04-30"
"2022-04","0302240000","E","터벗(신선 또는 냉장)(프세타 맥시마)","수출","3191","129200","3794","149081","2022-04-30"
"2022-04","0302290000","E","기타 넙치류(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외)","수출","15774","131002","97504","572714","2022-04-30"
"2022-04","0302352000","E","태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스)","수출","0","0","18248","92445","2022-04-30"
"2022-04","0302360000","E","남방참다랑어(터너스 맥코이/신선/냉장)","수출","0","0","178978","718763","2022-04-30"
"2022-04","0302390000","E","기타(신선/냉장)","수출","0","0","182159","861462","2022-04-30"
"2022-04","0302410000","E","청어(신선 또는 냉장)(클루페아 하렌구스/클루페아 팔라시)","수출","2850","2059","32329","22824","2022-04-30"
"2022-04","0302420000","E","멸치(신선 또는 냉장)(엔그라울리스종)","수출","0","0","113","1793","2022-04-30"
"2022-04","0302440000","E","고등어(신선 또는 냉장)(스콤버-스콤브루스/오스트랄시쿠스/자포니쿠스))","수출","0","0","7854","48142","2022-04-30"
"2022-04","0302491000","E","삼치[스콤버로모러스(Scomberomorus)종]","수출","13969","75276","84546","498348","2022-04-30"
"2022-04","0302492000","E","병어[팜푸스(Pampus)종]","수출","23","431","106","2900","2022-04-30"
"2022-04","0302740000","E","뱀장어(신선 또는 냉장)(앵귈라종)","수출","0","0","9","82","2022-04-30"
"2022-04","0302790000","E","기타(신선 또는 냉장)(틸라피아/메기/잉어/뱀장어 외 기타)","수출","1","17","2","28","2022-04-30"
"2022-04","0302820000","E","가오리와 홍어(라지대과)(신선 또는 냉장)","수출","3","71","883","15563","2022-04-30"
"2022-04","0302840000","E","농어(냉동)(디센트라르쿠스종)","수출","0","0","16","563","2022-04-30"
"2022-04","0302850000","E","돔(신선 또는 냉장)(스파리대과)","수출","39","647","99","1533","2022-04-30"
"2022-04","0302891000","E","방어(신선 또는 냉장)","수출","692","3969","172799","372562","2022-04-30"
"2022-04","0302892000","E","갈치(신선 또는 냉장)","수출","21","403","10334","114031","2022-04-30"
"2022-04","0302893000","E","붕장어(신선 또는 냉장)","수출","618","11823","4455","68294","2022-04-30"
"2022-04","0302895000","E","꽁치(신선 또는 냉장)(학꽁치를 포함한다)","수출","6558","50012","36607","258230","2022-04-30"
"2022-04","0302896000","E","돔(신선 또는 냉장)(스파리대과를 제외한다)","수출","5760","13314","22707","70800","2022-04-30"
"2022-04","0302899020","E","복어(신선 또는 냉장)","수출","0","0","362","8111","2022-04-30"
"2022-04","0302899040","E","아귀(신선 또는 냉장)","수출","97","213","201732","667129","2022-04-30"
"2022-04","0302899090","E","기타(신선 또는 냉장)(삼치/복어/병어/아귀 외 기타)","수출","59918","1028790","278462","5232407","2022-04-30"
"2022-04","0302911000","E","간","수출","0","0","210","721","2022-04-30"
"2022-04","0302912000","E","어란(魚卵)ㆍ어백(魚白)","수출","0","0","10000","230015","2022-04-30"
"2022-04","0303110000","E","소크아이 연어(홍연어/옹코링쿠스 넬카)","수출","0","0","329181","2870570","2022-04-30"
"2022-04","0303120000","E","그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스)","수출","7107799","18054018","20643583","48711211","2022-04-30"
"2022-04","0303130000","E","대서양연어(냉동)(살모 살라)와 다뉴브연어(후코 후코)","수출","975","1098","975","1098","2022-04-30"
"2022-04","0303140000","E","송어(살모 트루타/옹코링쿠스-미키스/클라키/아구아보니타/길래/아파케/크리소가스터)","수출","0","0","12","334","2022-04-30"
"2022-04","0303260000","E","뱀장어(냉동)(앵귈라종)","수출","0","0","148","2364","2022-04-30"
"2022-04","0303290000","E","연어(송어/ 대서양연어 등 이외 기타/냉동/피레트/ 어육제외)","수출","587","22185","21635","105830","2022-04-30"
"2022-04","0303310000","E","넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스)","수출","20","734","251437","2179057","2022-04-30"
"2022-04","0303320000","E","가자미(플루로넥테스 플라테사)","수출","1005","12742","41600","54133","2022-04-30"
"2022-04","0303330000","E","서대(간장/ 어란제외/냉동/피레트/ 어육제외)","수출","2529","24255","9014","45667","2022-04-30"
"2022-04","0303391000","E","기타넙치류(냉동)","수출","61672","84991","330246","557361","2022-04-30"
"2022-04","0303399000","E","기타넙치류(냉동)","수출","23954","87963","121068","305662","2022-04-30"
"2022-04","0303410000","E","날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동)","수출","47696","141175","207441","668758","2022-04-30"
"2022-04","0303420000","E","황다랑어(터너스 알바카레스/냉동)","수출","5278028","12764323","17377011","41984171","2022-04-30"
"2022-04","0303430000","E","가다랑어 또는 줄무늬버니토우(냉동)","수출","21874527","31832609","30057977","43408512","2022-04-30"
"2022-04","0303440000","E","눈다랑어(냉동)","수출","567129","1333438","939869","2674139","2022-04-30"
"2022-04","0303451000","E","대서양 참다랑어(냉동)(터너스 티너스)","수출","0","0","48244","871762","2022-04-30"
"2022-04","0303452000","E","태평양 참다랑어(냉동)(터너스 오리엔탈리스)","수출","0","0","308273","2109980","2022-04-30"
"2022-04","0303460000","E","남방참다랑어(터너스맥코이/냉동)","수출","0","0","336852","4599795","2022-04-30"
"2022-04","0303490000","E","기타(냉동)","수출","90","5632","484392","472048","2022-04-30"
"2022-04","0303510000","E","청어(클루페아 하렌구스/클루페아 팔라시)","수출","1817774","1258946","13478028","10273871","2022-04-30"
"2022-04","0303530000","E","정어리(냉동)(사르디나 필차르두스/사르디노프스종)","수출","392795","225242","2720387","1674743","2022-04-30"
"2022-04","0303540000","E","고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출","2751458","2670020","33903253","29973379","2022-04-30"
"2022-04","0303550000","E","전갱이(냉동)(트라커러스종)","수출","443382","650821","4548388","6529204","2022-04-30"
"2022-04","0303570000","E","황새치(자이피어스글래디어스)","수출","382188","2848393","1113572","8491048","2022-04-30"
"2022-04","0303591000","E","삼치[스콤버로모러스(Scomberomorus)종]","수출","1024524","3470640","5422594","17366076","2022-04-30"
"2022-04","0303592000","E","꽁치[콜로라비스 사이라(Cololabis saira)]","수출","458","1901","67756","241699","2022-04-30"
"2022-04","0303599000","E","기타","수출","122961","507071","957192","3582759","2022-04-30"
"2022-04","0303630000","E","대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)","수출","3059399","12734461","9288265","40563074","2022-04-30"
"2022-04","0303640000","E","민대구(메루키우스종/유르피키스종)","수출","0","0","106825","317661","2022-04-30"
"2022-04","0303660000","E","민대구(냉동)(메루키우스종 등 2종)","수출","54015","87325","412579","808666","2022-04-30"
"2022-04","0303670000","E","명태(냉동)(테라그라 찰코그라마)","수출","23712317","30598253","72081872","86474810","2022-04-30"
"2022-04","0303699000","E","기타(냉동)(새꼬리민태 외 기타)","수출","0","0","134782","257665","2022-04-30"
"2022-04","0303810000","E","곱상어와 기타 상어(냉동)","수출","16568","22024","16568","22024","2022-04-30"
"2022-04","0303821000","E","가오리(냉동)","수출","0","0","39202","90182","2022-04-30"
"2022-04","0303822000","E","홍어(냉동)","수출","29828","61078","30273","68942","2022-04-30"
"2022-04","0303830000","E","이빨고기(냉동)(디소스티쿠스종)","수출","611443","19750334","1565352","49505196","2022-04-30"
"2022-04","0303840000","E","농어(신선 또는 냉장)(디센트라르쿠스종)","수출","92444","215489","153131","420636","2022-04-30"
"2022-04","0303891000","E","은대구(냉동)","수출","0","0","2052","18469","2022-04-30"
"2022-04","0303892000","E","갈치(냉동)","수출","258431","741234","886067","3849341","2022-04-30"
"2022-04","0303893010","E","옥돔(냉동)(브랜치오스테거스 자포니커스)","수출","56","1911","506","22653","2022-04-30"
"2022-04","0303893090","E","돔(냉동)(기타)","수출","8350","23984","47395","115430","2022-04-30"
"2022-04","0303894000","E","붕장어(냉동)","수출","20980","223792","67769","561658","2022-04-30"
"2022-04","0303895010","E","조기(냉동)","수출","10861","270459","13382","284415","2022-04-30"
"2022-04","0303895020","E","조기(냉동)","수출","0","0","270","1148","2022-04-30"
"2022-04","0303895090","E","조기(냉동)","수출","4012","25450","18709","167619","2022-04-30"
"2022-04","0303896000","E","꽁치(냉동)(학꽁치를 포함한다)","수출","0","0","155290","338471","2022-04-30"
"2022-04","0303899030","E","달고기(냉동)","수출","195","1968","11595","8772","2022-04-30"
"2022-04","0303899040","E","임연수어(냉동)","수출","1080","3363","760177","1390005","2022-04-30"
"2022-04","0303899050","E","볼낙(냉동)(적어를 포함한다)","수출","32720","197010","460325","1289549","2022-04-30"
"2022-04","0303899060","E","아귀(냉동)","수출","13737","49484","33792","130741","2022-04-30"
"2022-04","0303899070","E","먹장어(냉동)(대서양 또는 태평양)","수출","40","352","331","3469","2022-04-30"
"2022-04","0303899091","E","민어(냉동)","수출","5155","30898","65182","108204","2022-04-30"
"2022-04","0303899092","E","까나리(냉동)","수출","0","0","5200","35423","2022-04-30"
"2022-04","0303899099","E","기타어류(냉동)","수출","3004837","5096961","11284482","18838280","2022-04-30"
"2022-04","0303911000","E","간","수출","160","1419","540","4798","2022-04-30"
"2022-04","0303912010","E","명란","수출","193587","1337029","658688","4321717","2022-04-30"
"2022-04","0303912090","E","기타","수출","27083","135064","51023","269706","2022-04-30"
"2022-04","0303990000","E","기타","수출","126932","229980","801967","1725094","2022-04-30"
"2022-04","0304390000","E","기타(신선 또는 냉장한 피레트)","수출","124","4816","1174","40993","2022-04-30"
"2022-04","0304410000","E","태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소//로두루스/ 대서양 연어(살모 살라/다뉴브 연어)","수출","501","12096","1603","35411","2022-04-30"
"2022-04","0304439000","E","넙치류 기타(신선 또는 냉장)","수출","6","179","150","9309","2022-04-30"
"2022-04","0304480000","E","가오리와 홍어(신선냉장) 피레트","수출","5","65","17","211","2022-04-30"
"2022-04","0304491000","E","붕장어(신선 또는 냉장한 피레트)","수출","60346","778126","320437","4349049","2022-04-30"
"2022-04","0304499000","E","기타(신선 또는 냉장한 피레트)","수출","44","1758","315","9446","2022-04-30"
"2022-04","0304519000","E","틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(기타/신선 또는 냉장한 것)","수출","119","3453","411","12666","2022-04-30"
"2022-04","0304599090","E","기타(연육 외 기타)(기타/신선 또는 냉장한 것)","수출","0","0","3","140","2022-04-30"
"2022-04","0304690000","E","틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(냉동한 피레트)","수출","0","0","1005","15791","2022-04-30"
"2022-04","0304710000","E","대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)","수출","396","5474","23027","31244","2022-04-30"
"2022-04","0304750000","E","명태(냉동한 피레트)(테라그라 찰코그라마)","수출","1597","11712","608647","1564144","2022-04-30"
"2022-04","0304831000","E","가자미(냉동한 피레트)","수출","4877","68012","20978","188943","2022-04-30"
"2022-04","0304839000","E","넙치류 기타(냉동한 피레트)","수출","217","12257","358","18899","2022-04-30"
"2022-04","0304840000","E","황새치(냉동한 피레트)(자이피어스 글래디어스)","수출","57822","511920","356848","3278220","2022-04-30"
"2022-04","0304860000","E","청어(냉동한 피레트)(클루페아 하렌구스 /클루페아팔라시)","수출","0","0","400","7714","2022-04-30"
"2022-04","0304871000","E","참다랑어(냉동한 피레트)","수출","77481","2703061","212364","8168027","2022-04-30"
"2022-04","0304879000","E","다랑어 기타(냉동한 피레트)","수출","1776746","22673534","6419955","86513239","2022-04-30"
"2022-04","0304889000","E","곱상어/ 그 밖의 상어/ 가오리와 홍어(라지대과) 냉동 피레트-곱상어/ 그 밖의 상어 제외","수출","45","1560","45","1560","2022-04-30"
"2022-04","0304891000","E","붕장어의 것(냉동한 피레트)","수출","38147","450939","93750","1157805","2022-04-30"
"2022-04","0304894000","E","쥐치의 것(냉동한 피레트)","수출","0","2","0","2","2022-04-30"
"2022-04","0304895000","E","고등어의것(냉동한 것)","수출","0","0","368","2120","2022-04-30"
"2022-04","0304899000","E","기타어류의 기타(냉동한 피레트)","수출","157503","1568030","609899","5992735","2022-04-30"
"2022-04","0304911000","E","황새치(냉동연육)","수출","0","0","2","142","2022-04-30"
"2022-04","0304941000","E","명태 냉동연육","수출","221960","859971","346622","1213277","2022-04-30"
"2022-04","0304949000","E","명태 냉동연육 외 기타","수출","9430","23162","19870","48159","2022-04-30"
"2022-04","0304970000","E","가오리와 홍어(연육/ 기타)(냉동)","수출","35","1306","35","1306","2022-04-30"
"2022-04","0304991000","E","기타 냉동연육","수출","9980","14369","114586","231242","2022-04-30"
"2022-04","0304999000","E","기타 냉동연육 외 기타","수출","8603","83025","45971","373364","2022-04-30"
"2022-04","0305202000","E","어란(건조)","수출","0","0","1000","18051","2022-04-30"
"2022-04","0305204010","E","어란(명태/염장/염수장)","수출","2265","57664","8831","181586","2022-04-30"
"2022-04","0305204090","E","어란(명태/ 조기/ 청어이외 기타/염장/ 염수장)","수출","1428","9957","4873","44265","2022-04-30"
"2022-04","0305311000","E","틸라피아/메기/잉어/뱀장어/나일퍼치 종의 건조한 것","수출","1","50","787","11033","2022-04-30"
"2022-04","0305391000","E","기타어류의 피레트(건조한것)","수출","535","11485","7122","88673","2022-04-30"
"2022-04","0305392000","E","기타어류의 피레트(염장 또는 염수장한 것)","수출","338","1120","338","1120","2022-04-30"
"2022-04","0305410000","E","태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코))","수출","0","0","500","9634","2022-04-30"
"2022-04","0305491000","E","멸치(훈제/피레트포함)","수출","2620","32458","12054","84587","2022-04-30"
"2022-04","0305492000","E","명태(훈제/피레트포함)","수출","0","0","566","11236","2022-04-30"
"2022-04","0305499000","E","어류(연어/ 청어/ 멸치/ 명태이외 기타/훈제/피레트 포함)","수출","4056","34821","6007","101890","2022-04-30"
"2022-04","0305510000","E","대구(건조/염장불문/훈제제외)","수출","0","0","715","16253","2022-04-30"
"2022-04","0305520000","E","틸라피아[오레오크로미스(Oreochromis)종]/ 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종]/ 잉어[사이","수출","678","23583","678","23583","2022-04-30"
"2022-04","0305531000","E","기타 어류(건조)","수출","6196","158713","71968","1081373","2022-04-30"
"2022-04","0305539000","E","기타 어류(건조)","수출","0","0","5","106","2022-04-30"
"2022-04","0305541000","E","멸치[엔그라울리스(Engraulis)종]","수출","58034","774879","291006","3587573","2022-04-30"
"2022-04","0305549000","E","기타","수출","1457","25910","8489","103520","2022-04-30"
"2022-04","0305594000","E","조기(건조/염장불문/훈제제외)","수출","5355","88550","30149","471003","2022-04-30"
"2022-04","0305595000","E","복어(건조/염장불문/훈제제외)","수출","560","15209","1630","40426","2022-04-30"
"2022-04","0305597000","E","까나리(건조/염장불문/훈제제외)","수출","0","0","6","30","2022-04-30"
"2022-04","0305598000","E","실치(건조/염장불문/훈제제외)","수출","365","18307","560","24931","2022-04-30"
"2022-04","0305599000","E","어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외)","수출","23238","207843","45269","551852","2022-04-30"
"2022-04","0305631000","E","멸치젓(염장/염수장)","수출","0","0","16951","35605","2022-04-30"
"2022-04","0305639000","E","멸치(멸치젓 이외 기타/염장/ 염수장)","수출","0","0","340","6555","2022-04-30"
"2022-04","0305691000","E","연어(염장/ 염수장)","수출","48","394","48","394","2022-04-30"
"2022-04","0305693000","E","갈치(염장/염수장)","수출","1787","14386","7144","72224","2022-04-30"
"2022-04","0305695000","E","고등어(염장/염수장)","수출","14879","106375","79462","668997","2022-04-30"
"2022-04","0305696000","E","조기(염장/염수장)","수출","2610","25281","4169","42647","2022-04-30"
"2022-04","0305699000","E","어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외)","수출","3736","29522","17396","164809","2022-04-30"
"2022-04","0305712000","E","상어 지느러미(건조한 것)","수출","0","0","4263","104375","2022-04-30"
"2022-04","0305720000","E","대구(가두스모르화)/ 대구 이외","수출","0","0","19","855","2022-04-30"
"2022-04","0305790000","E","기타 어류의 머리 꼬리","수출","3069","49845","21370","267314","2022-04-30"
"2022-04","0306119000","E","닭새우류(팔리누루스종 파누리루스종 자수스종)(냉동한것)(기타)","수출","22","213","27324","57465","2022-04-30"
"2022-04","0306141090","E","게살(냉동한 것) 훈제한 것(기타)","수출","1800","2606","5073","17389","2022-04-30"
"2022-04","0306142000","E","왕게(냉동)","수출","63311","2327442","148975","6129809","2022-04-30"
"2022-04","0306143090","E","꽃게(냉동한 것) 기타","수출","26138","139243","138815","655592","2022-04-30"
"2022-04","0306149090","E","갑각류 기타(냉동한 것)(훈제한것 외 기타)","수출","378000","6145326","980762","15488850","2022-04-30"
"2022-04","0306169090","E","냉수성 새우류(판달러스종/크란곤 크란곤)기타(냉동한 것)(훈제한 것)","수출","47912","1055887","88652","1257546","2022-04-30"
"2022-04","0306171090","E","기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)","수출","25","528","26180","54686","2022-04-30"
"2022-04","0306179099","E","기타","수출","391598","135898","457038","288003","2022-04-30"
"2022-04","0306199000","E","기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타)","수출","3595","57371","5156","104056","2022-04-30"
"2022-04","0306320000","E","바닷가재[호마루스(Homarus)종]","수출","15","852","15","852","2022-04-30"
"2022-04","0306331000","E","꽃게","수출","1549","6528","5789","34102","2022-04-30"
"2022-04","0306332000","E","대게","수출","35501","1110195","75628","2562626","2022-04-30"
"2022-04","0306339000","E","게(기타)","수출","147846","6442014","440848","23921648","2022-04-30"
"2022-04","0306360000","E","그 밖의 새우류","수출","150","3009","2348","20891","2022-04-30"
"2022-04","0306390000","E","기타[식용에 적합한 것으로서 고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다]","수출","0","0","5","10","2022-04-30"
"2022-04","0306910000","E","닭새우(기타) [팔리누루스속ㆍ파누리루스속ㆍ자수스속]","수출","0","0","1500","12243","2022-04-30"
"2022-04","0306951020","E","건조한 것","수출","270","8244","490","12110","2022-04-30"
"2022-04","0306951030","E","염장이나 염수장한 것","수출","0","0","361","1297","2022-04-30"
"2022-04","0306959020","E","건조한 것","수출","2659","40325","5226","100158","2022-04-30"
"2022-04","0306959030","E","염장이나 염수장한 것","수출","31103","197684","115172","661308","2022-04-30"
"2022-04","0306992000","E","건조한 것","수출","0","0","380","7948","2022-04-30"
"2022-04","0306993000","E","염장이나 염수장한 것","수출","0","0","720","5700","2022-04-30"
"2022-04","0307111090","E","굴치패 종패용 외 기타(산 것  신선 또는 냉장한 것)","수출","593","13368","9951","86085","2022-04-30"
"2022-04","0307119000","E","굴치패 기타(산 것 신선 또는 냉장한 것)","수출","38622","222150","100943","577857","2022-04-30"
"2022-04","0307120000","E","냉동한 것","수출","908036","6212546","1936379","13270893","2022-04-30"
"2022-04","0307192000","E","기타 굴(건조한 것)","수출","3","122","4","140","2022-04-30"
"2022-04","0307193000","E","기타 굴(염장 또는 염수장","수출","14","177","10710","101430","2022-04-30"
"2022-04","0307211000","E","가리비과의조개(산것/ 신선/ 냉장) - 펙텐/ 클라미스/ 프라코펙텐 속의 것","수출","2950","49784","14680","251050","2022-04-30"
"2022-04","0307219000","E","가리비과의조개 기타(산것/ 신선/ 냉장) - 펙텐/ 클라미스/ 프라코펙텐 속의 것 제외","수출","830","12086","5430","77413","2022-04-30"
"2022-04","0307221000","E","가리비과의조개(냉동)","수출","0","0","180","1796","2022-04-30"
"2022-04","0307229000","E","가리비과의조개(냉동)","수출","0","0","25","337","2022-04-30"
"2022-04","0307299000","E","기타 가리비과의조개(기타)","수출","600","7397","600","7397","2022-04-30"
"2022-04","0307320000","E","냉동한 것","수출","2266","11512","5828","28073","2022-04-30"
"2022-04","0307421010","E","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수출","12","117","3546","7851","2022-04-30"
"2022-04","0307421090","E","기타","수출","1120","4504","2320","6129","2022-04-30"
"2022-04","0307422090","E","기타","수출","0","0","168","6895","2022-04-30"
"2022-04","0307431090","E","기타","수출","0","0","64679","86047","2022-04-30"
"2022-04","0307432010","E","옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","수출","54144","212414","232318","942804","2022-04-30"
"2022-04","0307432090","E","기타","수출","2036144","4938675","5974466","14223710","2022-04-30"
"2022-04","0307492010","E","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","수출","0","0","91","666","2022-04-30"
"2022-04","0307492090","E","기타","수출","1007","6885","2082","15174","2022-04-30"
"2022-04","0307493010","E","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","수출","1962","55367","10615","266075","2022-04-30"
