기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	수출입구분명,	당월수출입중량(킬로그램),	당월수출입미화금액(달러),	당해누계수출입중량(킬로그램),	당해누계수출입미화금액(달러),	데이터기준일자	
"2022-04","0307229000","I","가리비과의조개(냉동)","수입","60900","399837","325528","2130433","2022-04-30"
"2022-04","0307291000","I","가리비과의조개(냉동)","수입","0","0","1","123","2022-04-30"
"2022-04","0307299000","I","기타 가리비과의조개(기타)","수입","1","22","458","40229","2022-04-30"
"2022-04","0307310000","I","홍합(산것/신선/냉장)","수입","3390","11434","8850","34374","2022-04-30"
"2022-04","0307320000","I","냉동한 것","수입","335","1993","1458","10373","2022-04-30"
"2022-04","0307392000","I","홍합(건조)","수입","502","9286","1012","27862","2022-04-30"
"2022-04","0307399000","I","홍합(산 것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)","수입","0","0","100","4789","2022-04-30"
"2022-04","0307421010","I","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수입","0","0","2","16","2022-04-30"
"2022-04","0307421090","I","기타","수입","360","4139","1292","14477","2022-04-30"
"2022-04","0307431010","I","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수입","2640","17876","10945","81938","2022-04-30"
"2022-04","0307431090","I","기타","수입","323339","2261951","1923040","12246422","2022-04-30"
"2022-04","0307432010","I","옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","수입","179993","1009856","793150","3994834","2022-04-30"
"2022-04","0307432090","I","기타","수입","8342713","17215835","29166540","61761044","2022-04-30"
"2022-04","0307493010","I","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","수입","40830","1319830","174179","5232028","2022-04-30"
"2022-04","0307493090","I","기타","수입","56993","801779","184894","2502696","2022-04-30"
"2022-04","0307494090","I","기타","수입","0","21","74","909","2022-04-30"
"2022-04","0307511000","I","낙지(산것/신선/ 냉장)","수입","454584","10195609","1408127","27875763","2022-04-30"
"2022-04","0307512000","I","주꾸미(산것/신선/ 냉장)","수입","732059","3077147","1359576","5756131","2022-04-30"
"2022-04","0307519000","I","기타문어(산것/신선/ 냉장)","수입","2","7","5","40","2022-04-30"
"2022-04","0307521000","I","문어","수입","276841","2937305","948973","9870344","2022-04-30"
"2022-04","0307522000","I","낙지","수입","1558792","11130029","6783558","47591596","2022-04-30"
"2022-04","0307523000","I","쭈꾸미","수입","2247841","15902343","8406086","58994281","2022-04-30"
"2022-04","0307529000","I","기타","수입","2","31","9","41","2022-04-30"
"2022-04","0307592000","I","문어(건조)","수입","0","0","3","25","2022-04-30"
"2022-04","0307599000","I","문어(산것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)","수입","22028","154474","54082","393898","2022-04-30"
"2022-04","0307600000","I","달팽이","수입","0","0","16792","55509","2022-04-30"
"2022-04","0307711000","I","백합","수입","1298461","1785805","4522281","6212464","2022-04-30"
"2022-04","0307711090","I","백합 기타(산 것 신선 또는 냉장한 것)","수입","0","0","10760","15060","2022-04-30"
"2022-04","0307712090","I","피조개 기타(산 것  신선 또는 냉장한 것)","수입","0","0","107240","198845","2022-04-30"
"2022-04","0307714000","I","바지락(산 것 신선 또는 냉장한 것)","수입","1732735","2976712","7674220","11917434","2022-04-30"
"2022-04","0307715000","I","개조개","수입","38400","211923","203200","1030826","2022-04-30"
"2022-04","0307719000","I","클램/ 새조개 및 피조개 기타(산 것 / 신선 또는 냉장한 것)","수입","307410","720176","1385262","3162477","2022-04-30"
"2022-04","0307721000","I","새조개","수입","0","0","15685","143691","2022-04-30"
"2022-04","0307723000","I","바지락","수입","178970","266999","798577","1373738","2022-04-30"
"2022-04","0307724000","I","피조개","수입","6180","37168","8460","50906","2022-04-30"
"2022-04","0307725000","I","개조개","수입","0","0","32648","214607","2022-04-30"
"2022-04","0307729000","I","기타","수입","119754","339538","515999","1540299","2022-04-30"
"2022-04","0307792010","I","개량조개(건조)","수입","0","0","4500","36000","2022-04-30"
"2022-04","0307793020","I","바지락(염장 또는 염수장한 것)","수입","0","0","82470","317364","2022-04-30"
"2022-04","0307793090","I","클램/ 새조개 및 피조개 기타(염장 또는 염수장한 것)","수입","1","6","22","148","2022-04-30"
"2022-04","0307794090","I","새조개(훈제한 것)(기타)","수입","0","0","6","70","2022-04-30"
"2022-04","0307871000","I","건조한 것","수입","1","3","1","3","2022-04-30"
"2022-04","0307872000","I","염장이나 염수장한 것","수입","0","0","5","90","2022-04-30"
"2022-04","0307913000","I","개아지살(산 것 신선 또는 냉장한 것)","수입","50","6388","175","22028","2022-04-30"
"2022-04","0307919000","I","기타[분 조분 펠리트 포함(식용 적합)]의 기타(산/신선/냉장)","수입","30","549","107665","377319","2022-04-30"
"2022-04","0307921000","I","개아지살","수입","99086","1708601","411366","6196291","2022-04-30"
"2022-04","0307929000","I","기타","수입","48505","119382","728754","7680899","2022-04-30"
"2022-04","0307992900","I","기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(건조)","수입","515","21357","3852","154752","2022-04-30"
"2022-04","0307993000","I","소라/ 기타연체동물(염장/ 염수장)","수입","33","285","35","311","2022-04-30"
"2022-04","0307994110","I","골뱅이 (훈제한 것)(밀폐용기에 넣은 것)","수입","0","0","22","1444","2022-04-30"
"2022-04","0307994900","I","기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것)","수입","0","0","47","224","2022-04-30"
"2022-04","0308110000","I","해삼(산 것 신선 또는 냉장한 것)","수입","7","87","35","367","2022-04-30"
"2022-04","0308120000","I","냉동한 것","수입","0","0","22013","127786","2022-04-30"
"2022-04","0308192000","I","해삼(건조한 것)","수입","423","16884","527","29701","2022-04-30"
"2022-04","0308193000","I","해삼(염장 또는 염수장한 것)","수입","0","7","3","25","2022-04-30"
"2022-04","0308210000","I","성게(산 것 신선 또는 냉장한 것)","수입","11401","1554183","39005","5223359","2022-04-30"
"2022-04","0308220000","I","냉동한 것","수입","3220","184399","10363","461500","2022-04-30"
"2022-04","0308292000","I","성게(건조한 것)","수입","0","0","1","106","2022-04-30"
"2022-04","0308301000","I","해파리(산 것 신선 또는 냉장한 것)","수입","0","0","13","343","2022-04-30"
"2022-04","0308304000","I","해파리(염장 또는 염수장한 것)","수입","373928","818709","1304207","2932865","2022-04-30"
"2022-04","0308901019","I","우렁쉥이(기타)(산 것 신선 또는 냉장한 것)","수입","0","0","280962","663066","2022-04-30"
"2022-04","0308901090","I","수생무척추동물의 기타(산 것)","수입","14249","266735","47883","959322","2022-04-30"
"2022-04","0308902090","I","수생무척추동물의 기타(냉동 한것)","수입","0","0","10","272","2022-04-30"
"2022-04","0308903000","I","우렁쉥이/ 기타수생무척추동물(건조)-해삼/성게/해파리 제외","수입","0","0","4","236","2022-04-30"
"2022-04","0309100000","I","식용어류분","수입","1500","30526","29540","185183","2022-04-30"
"2022-04","0309901000","I","식용어류분","수입","0","0","2","31","2022-04-30"
"2022-04","0309909000","I","식용어류분","수입","48","253","48","253","2022-04-30"
"2022-04","0508001000","I","산호(coral)","수입","27011","12665","30442","23507","2022-04-30"
"2022-04","0508002010","I","진주패각","수입","190","248","190","248","2022-04-30"
"2022-04","0508002020","I","청패각(전복)","수입","0","0","5950","72590","2022-04-30"
"2022-04","0508002030","I","첩패각과 지첩패각","수입","233620","236322","1059649","1036526","2022-04-30"
"2022-04","0508002040","I","야광패각(소라)","수입","41150","106941","58665","144588","2022-04-30"
"2022-04","0508002090","I","기타패각","수입","1908179","478528","3672812","890637","2022-04-30"
"2022-04","0508009000","I","연체동물/갑각류/극피동물","수입","36522","13082","60785","28956","2022-04-30"
"2022-04","0511911010","I","부화용알(브라인슈림프알)","수입","5131","361317","25061","971599","2022-04-30"
"2022-04","0511911090","I","부화용알(브라인슈림프 알 이","수입","12","6469","108","51769","2022-04-30"
"2022-04","0511912000","I","어류의웨이스트","수입","260423","555405","1062233","2002894","2022-04-30"
"2022-04","0511919000","I","어류/갑각류/연체동물/수행동","수입","56159","168227","146525","425241","2022-04-30"
"2022-04","0511996000","I","동물성의해면","수입","17","4601","1054","33298","2022-04-30"
"2022-04","1212211010","I","김(건조한 것)(식용의 것)","수입","694","1370","32182","634988","2022-04-30"
"2022-04","1212211090","I","김(기타)(식용의 것)","수입","11","228","150","10008","2022-04-30"
"2022-04","1212212010","I","미역(건조한 것)(식용의 것)","수입","32804","263169","121915","856906","2022-04-30"
"2022-04","1212212020","I","미역(염장한 것)(식용의 것)","수입","218855","303579","644050","1255841","2022-04-30"
"2022-04","1212212090","I","미역(기타)(식용의 것)","수입","0","0","6","73","2022-04-30"
"2022-04","1212213010","I","톳(건조한 것)(식용의 것)","수입","6100","68086","12943","104717","2022-04-30"
"2022-04","1212213090","I","톳(기타)(식용의 것)","수입","0","0","3","30","2022-04-30"
"2022-04","1212214090","I","파래(기타)(식용의 것)","수입","0","0","2","30","2022-04-30"
"2022-04","1212215010","I","다시마(염장한 것)(식용의 것)","수입","0","0","8","45","2022-04-30"
"2022-04","1212215090","I","다시마(기타)(식용의 것)","수입","17","164","92","982","2022-04-30"
"2022-04","1212218029","I","진두발(기타)(식용의 것)","수입","144","13058","305","27982","2022-04-30"
"2022-04","1212218031","I","말(냉동)(식용의 것)","수입","180","1442","720","6083","2022-04-30"
"2022-04","1212219019","I","코토니 및 스피노잠(기타)(식용의 것)","수입","581320","1549021","989820","2369354","2022-04-30"
"2022-04","1212219091","I","해초류와 기타조류 기타(냉동)(식용의 것)","수입","0","0","7800","25023","2022-04-30"
"2022-04","1212219099","I","해초류와 기타조류 기타(기타)(식용의 것)","수입","110808","137040","466122","517531","2022-04-30"
"2022-04","1212291090","I","김(기타)","수입","2","23","7","188","2022-04-30"
"2022-04","1212292090","I","미역(기타)","수입","16","166","2028","4365","2022-04-30"
"2022-04","1212293090","I","톳(기타)","수입","0","0","1","23","2022-04-30"
"2022-04","1212294090","I","파래(기타)","수입","30400","48243","57700","86566","2022-04-30"
"2022-04","1212295090","I","다시마(기타)","수입","1933","1733","29247","48138","2022-04-30"
"2022-04","1212298019","I","도박(기타)","수입","0","0","1","54","2022-04-30"
"2022-04","1212298029","I","진두발(기타)","수입","0","0","66","4520","2022-04-30"
"2022-04","1212299099","I","해초류와 기타조류 기타(기타)","수입","36007","51967","103629","184517","2022-04-30"
"2022-04","1302311000","I","실한천","수입","1201","17785","6981","120668","2022-04-30"
"2022-04","1302312000","I","분한천","수입","3302","52393","67584","937537","2022-04-30"
"2022-04","1302319000","I","한천(실한천/분한천 이외 기타)","수입","4","881","876","69047","2022-04-30"
"2022-04","1504101000","I","상어의 간유(肝油)와 그 분획물","수입","16201","287034","24011","374905","2022-04-30"
"2022-04","1504109000","I","어류의간유/분획물(상어의간유","수입","1","45","2497","31961","2022-04-30"
"2022-04","1504200000","I","어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]","수입","558969","1101146","3034300","5541882","2022-04-30"
"2022-04","1504309000","I","기타해서포유동물의 유지와 그","수입","14","2295","383","7259","2022-04-30"
"2022-04","1603003000","I","어류의액스","수입","41987","177157","1045530","1226060","2022-04-30"
"2022-04","1603004000","I","어류의즙","수입","110001","152742","1130049","1076529","2022-04-30"
"2022-04","1603009000","I","갑각류/연체동물/수생동물의","수입","45952","388890","140076","842261","2022-04-30"
"2022-04","1604111000","I","연어(조제/밀폐용기에 넣은 것)","수입","1049","20751","1415","30222","2022-04-30"
"2022-04","1604119000","I","연어(조제/밀페용기에 넣은 것 이외 기타)","수입","1381","26135","11265","172805","2022-04-30"
"2022-04","1604121000","I","청어(밀폐용기에넣은것)","수입","5903","32349","28192","86831","2022-04-30"
"2022-04","1604129000","I","청어(통조림외조제품)","수입","4","327","14","648","2022-04-30"
"2022-04","1604131000","I","정어리(밀폐용기에넣은것)","수입","32634","71062","66204","156426","2022-04-30"
"2022-04","1604139000","I","정어리(통조림외조제품)","수입","91","1938","187","3807","2022-04-30"
"2022-04","1604141011","I","다랭이(기름담금)","수입","19575","84884","48683","216709","2022-04-30"
"2022-04","1604141012","I","다랭이(보일드)","수입","21","423","4577","25302","2022-04-30"
"2022-04","1604141019","I","다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","수입","1896","8422","23676","181543","2022-04-30"
"2022-04","1604141021","I","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수입","18612","61050","64359","308014","2022-04-30"
"2022-04","1604141029","I","가다랭이(기타)","수입","17569","49945","52735","149875","2022-04-30"
"2022-04","1604141031","I","버니토우(기름담근것(밀폐용기","수입","0","0","56189","246254","2022-04-30"
"2022-04","1604141039","I","버니토우(기타)","수입","50","780","2043","29296","2022-04-30"
"2022-04","1604149000","I","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수입","45027","201950","104669","546410","2022-04-30"
"2022-04","1604151000","I","고등어(조제/밀폐용기에 넣은 것)","수입","40901","145518","132373","596590","2022-04-30"
"2022-04","1604159000","I","고등어(조제/밀폐용기에 넣은 것 이외 기타)","수입","2008","18025","5852","49720","2022-04-30"
"2022-04","1604161000","I","멸치(조제/밀폐용기에 넣은 것)","수입","5289","90900","14834","240696","2022-04-30"
"2022-04","1604169000","I","전갱이(조제/밀폐용기에 넣은 것 이외 기타)","수입","3082","30060","12473","132288","2022-04-30"
"2022-04","1604171000","I","뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","8010","181214","25310","546523","2022-04-30"
"2022-04","1604179000","I","뱀장어(조제 또는 저장처리)","수입","83502","1663283","430237","8263805","2022-04-30"
"2022-04","1604180000","I","상어지느러미/ 기타조제저장처리상어지느러미(밀폐용기에넣은것 포함/ 밀폐용기이외)","수입","0","0","7094","591540","2022-04-30"
"2022-04","1604191010","I","꽁치(통조림외조제품)","수입","4","30","9","137","2022-04-30"
"2022-04","1604191020","I","전갱이(밀폐용기에넣은것)","수입","0","0","18360","52200","2022-04-30"
"2022-04","1604191090","I","어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)","수입","4950","23714","41870","169773","2022-04-30"
"2022-04","1604199010","I","쥐치포(조제/밀페용기 이외 기타)","수입","464316","3949683","1886224","16210997","2022-04-30"
"2022-04","1604199090","I","어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)","수입","915683","4645100","3636141","18677485","2022-04-30"
"2022-04","1604201000","I","생선페이스트","수입","121","1261","2112","16525","2022-04-30"
"2022-04","1604202000","I","생선마리네이드","수입","5273","44879","9874","78139","2022-04-30"
"2022-04","1604203000","I","생선소시지","수입","360","2633","821","6005","2022-04-30"
"2022-04","1604204010","I","생선묵(게맛)","수입","173539","563920","497056","1610228","2022-04-30"
"2022-04","1604204090","I","생선묵(게맛의 것 이외 기타)","수입","244109","1087363","1060205","4555752","2022-04-30"
"2022-04","1604209000","I","어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)","수입","307851","1332403","1092852","5363945","2022-04-30"
"2022-04","1604310000","I","캐비아","수입","55","50569","650","547501","2022-04-30"
"2022-04","1604320000","I","캐비아 대용물","수입","162303","2490305","869639","13097724","2022-04-30"
"2022-04","1605101010","I","게살(밀폐용기에넣은것)","수입","35","580","125","2165","2022-04-30"
"2022-04","1605101091","I","붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수입","0","0","2","20","2022-04-30"
"2022-04","1605101099","I","기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수입","10","115","758","19568","2022-04-30"
"2022-04","1605109000","I","게 조제품(게살 이외 기타)","수입","2936","29246","10708","116440","2022-04-30"
"2022-04","1605211000","I","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)","수입","1193064","8369892","4265077","29506407","2022-04-30"
"2022-04","1605219000","I","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)","수입","648650","7837288","2692200","31523372","2022-04-30"
"2022-04","1605290000","I","새우류(조제 또는 저장처리)","수입","1544","12724","6496","45669","2022-04-30"
"2022-04","1605301000","I","바다가재(밀폐용기에넣은것)","수입","0","0","91","7454","2022-04-30"
"2022-04","1605309000","I","바다가재(통조림외)","수입","0","0","53467","207406","2022-04-30"
"2022-04","1605409000","I","갑각류 조제품(게/새우/바다가재기타/밀폐용기에넣은것이외기타)","수입","268","2232","783","7011","2022-04-30"
"2022-04","1605511000","I","굴(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","48","908","160","3232","2022-04-30"
"2022-04","1605519000","I","굴(조제 또는 저장처리)(기타)","수입","496","3887","1159","10168","2022-04-30"
"2022-04","1605520000","I","가리비과의조개(조제/저장/기타/ 밀폐용기에 넣은 것 포함)","수입","216742","1659843","668743","4597587","2022-04-30"
"2022-04","1605529000","I","가리비과의 조개(조제 또는 저장처리)(기타)","수입","0","0","12600","87459","2022-04-30"
"2022-04","1605531000","I","홍합(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","216","2224","217","2237","2022-04-30"
"2022-04","1605539000","I","홍합(조제 또는 저장처리)(기타)","수입","475107","1528837","1590218","5236087","2022-04-30"
"2022-04","1605541000","I","갑오징어/ 기타조제저장처리갑오징어(밀폐용기에넣은것 포함/ 밀폐용기이외)","수입","4614","42292","27872","115897","2022-04-30"
"2022-04","1605542010","I","오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","970","18953","2012","42804","2022-04-30"
"2022-04","1605542091","I","조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","826217","3615067","2839524","13438087","2022-04-30"
"2022-04","1605542099","I","오징어 기타(조제 또는 저장처리)","수입","2304643","8195630","7881145","27136193","2022-04-30"
"2022-04","1605550000","I","문어/ 기타조제저장처리문어(밀폐용기에넣은것 포함/ 밀폐용기이외)","수입","486212","3506763","1743502","12492946","2022-04-30"
"2022-04","1605559000","I","문어(조제 또는 저장처리)(기타)","수입","0","0","25200","136787","2022-04-30"
"2022-04","1605561010","I","바지락(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","9521","61647","2022-04-30"
"2022-04","1605561090","I","바지락(조제 또는 저장처리)(기타)","수입","366418","886027","1585038","3945459","2022-04-30"
"2022-04","1605562010","I","새조개(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","7","212","7","212","2022-04-30"
"2022-04","1605569010","I","클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","8","196","10","353","2022-04-30"
"2022-04","1605569090","I","클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(기타)","수입","17198","73480","90768","347405","2022-04-30"
"2022-04","1605571000","I","전복(밀폐용기에넣은것)","수입","0","0","98","9175","2022-04-30"
"2022-04","1605579000","I","전복(조제 또는 저장처리) 기타","수입","89511","1444581","290701","5108101","2022-04-30"
"2022-04","1605581000","I","달팽이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","419","8483","2022-04-30"
"2022-04","1605589000","I","달팽이(조제 또는 저장처리)(기타)","수입","107","1158","7413","207276","2022-04-30"
"2022-04","1605591090","I","골뱅이(조제 또는 저장처리)(기타)","수입","268428","2852186","1140735","13047238","2022-04-30"
"2022-04","1605592090","I","소라(조제 또는 저장처리)기타","수입","101135","411004","569695","2531601","2022-04-30"
"2022-04","1605599010","I","연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","2","162","2022-04-30"
"2022-04","1605599090","I","연체동물 기타(조제 또는 저장처리)(기타)","수입","349059","1354654","1318062","5942736","2022-04-30"
"2022-04","1605619000","I","해삼(조제 또는 저장처리)기타","수입","8203","595893","58298","3960426","2022-04-30"
"2022-04","1605621000","I","성게(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","1","33","2022-04-30"
"2022-04","1605629000","I","성게(조제 또는 저장처리)(기타)","수입","377","20315","571","29860","2022-04-30"
"2022-04","1605639000","I","해파리(조제 또는 저장처리)(기타)","수입","2848","32580","10731","129186","2022-04-30"
"2022-04","1605690000","I","기타조제저장처리수생무척추동물(밀폐용기에넣은것 포함/ 밀폐용기에 넣지 않은 것)-해삼/성게/해파리제외","수입","3227","33368","26438","236592","2022-04-30"
"2022-04","1605691000","I","기타 수생무척추동물의 기타(밀폐용기에넣은걱)","수입","0","0","62","770","2022-04-30"
"2022-04","1605699000","I","기타 수생무척추동물의 기타(조제 또는 저장처리)(기타)","수입","0","0","11202","57340","2022-04-30"
"2022-04","2008995010","I","김","수입","14406","144965","22368","403846","2022-04-30"
"2022-04","2008995090","I","조제한 해조류 김 제외","수입","13670","129844","31554","279101","2022-04-30"
"2022-04","2102203010","I","클로렐라 효모(둥글넓적한 것)","수입","1","1122","401","17216","2022-04-30"
"2022-04","2102203090","I","클로렐라 효모(기타)","수입","2006","35423","5793","123950","2022-04-30"
"2022-04","2102204010","I","스리루리나 효모(둥글넓적한 것)","수입","1179","43614","7998","196820","2022-04-30"
"2022-04","2102204090","I","스리루리나 효모(기타)","수입","9434","667607","46873","2933506","2022-04-30"
"2022-04","2104102000","I","어류의 수우프/ 브로드와 수우프 브로드 제조용 조제품","수입","20","401","5685","33900","2022-04-30"
"2022-04","2301201000","I","어류의 분.조분 및 펠리트","수입","2720577","5024898","18991348","35125574","2022-04-30"
"2022-04","2301209000","I","어류외기타 분.조분 및 펠리트","수입","8","98","585261","872060","2022-04-30"
"2022-04","2501001010","I","암염(岩鹽)","수입","96712","89681","1269949","449470","2022-04-30"
"2022-04","2501001020","I","천일염","수입","343956436","14892185","1434019201","58808712","2022-04-30"
"2022-04","2501009010","I","식염","수입","12780708","1643038","72717703","10472103","2022-04-30"
"2022-04","2501009020","I","순염화나트륨","수입","1314341","620113","5614058","4447310","2022-04-30"
"2022-04","2501009090","I","기타소금/해수","수입","1934814","446255","19792267","3044125","2022-04-30"
"2022-04","7101210000","I","양식진주(가공하지않은것)","수입","204","165962","616","253452","2022-04-30"
"2022-04","7101220000","I","양식진주(가공한것)","수입","184","337241","541","996681","2022-04-30"
"2022-04","7116101000","I","천연진주로만든 것","수입","7","1289","38","12795","2022-04-30"
"2022-04","7116102000","I","양식진주로 만든 것","수입","461","230136","3290","789191","2022-04-30"
"2022-04","9601901090","I","패각(기타)","수입","3266","22842","17147","182499","2022-04-30"
"2022-04","9606291000","I","조개껍질로 만든것","수입","467","48505","2679","172859","2022-04-30"
